Paper_Name,Year,Citation_Number,Type
Tracking on the Product Manifold of Shape and Orientation for Tractography from Diffusion MRI,2014,13,Poster
Curvilinear Structure Tracking by Low Rank Tensor Approximation with Model Propagation,2014,21,Poster
Patch-Based Evaluation of Image Segmentation,2014,17,Poster
Evaluation of Scan-Line Optimization for 3D Medical Image Registration,2014,38,Poster
Classification of Histology Sections via Multispectral Convolutional Sparse Coding,2014,123,Poster
Matrix-Similarity Based Loss Function and Feature Selection for Alzheimer's Disease Diagnosis,2014,77,Poster
Discriminative Sparse Inverse Covariance Matrix: Application in Brain Functional Network Classification,2014,28,Poster
A Bayesian Framework for the Local Configuration of Retinal Junctions,2014,12,Poster
Learning-Based Atlas Selection for Multiple-Atlas Segmentation,2014,17,Poster
Fully Automated Non-rigid Segmentation with Distance Regularized Level Set Evolution Initialized and Constrained by Deep-Structured Inference,2014,56,Poster
FAST LABEL: Easy and Efficient Solution of Joint Multi-label and Estimation Problems,2014,11,Poster
Learning to Group Objects,2014,25,Poster
Unsupervised Multi-class Joint Image Segmentation,2014,64,Poster
Semantic Object Selection,2014,28,Poster
Discrete-Continuous Gradient Orientation Estimation for Faster Image Segmentation,2014,48,Poster
Object-Based Multiple Foreground Video Co-segmentation,2014,98,Poster
Parsing World's Skylines Using Shape-Constrained MRFs,2014,9,Poster
Clothing Co-parsing by Joint Image Segmentation and Labeling,2014,215,Poster
Tell Me What You See and I Will Show You Where It Is,2014,124,Poster
Beat the MTurkers: Automatic Image Labeling from Weak 3D Supervision,2014,99,Poster
Efficient Structured Parsing of Facades Using Dynamic Programming,2014,72,Poster
Dense Semantic Image Segmentation with Objects and Attributes,2014,99,Poster
Diffuse Mirrors: 3D Reconstruction from Diffuse Indirect Illumination Using Inexpensive Time-of-Flight Sensors,2014,220,Oral
Fourier Analysis on Transient Imaging with a Multifrequency Time-of-Flight Camera,2014,58,Oral
Transparent Object Reconstruction via Coded Transport of Intensity,2014,41,Oral
3D Shape and Indirect Appearance by Structured Light Transport,2014,142,Oral
Shape-Preserving Half-Projective Warps for Image Stitching,2014,333,Oral
Parallax-Tolerant Image Stitching,2014,384,Oral
Learning Everything about Anything: Webly-Supervised Visual Concept Learning,2014,360,Oral
Dirichlet-Based Histogram Feature Transform for Image Classification,2014,83,Oral
BING: Binarized Normed Gradients for Objectness Estimation at 300fps,2014,1321,Oral
Context Driven Scene Parsing with Attention to Rare Classes,2014,183,Oral
Patch to the Future: Unsupervised Visual Prediction,2014,227,Oral
Triangulation Embedding and Democratic Aggregation for Image Search,2014,293,Oral
Low-Cost Compressive Sensing for Color Video and Depth,2014,117,Poster
Aliasing Detection and Reduction in Plenoptic Imaging,2014,42,Poster
Illumination-Aware Age Progression,2014,272,Poster
Color Transfer Using Probabilistic Moving Least Squares,2014,124,Poster
Image Pre-compensation: Balancing Contrast and Ringing,2014,2,Poster
Time-Mapping Using Space-Time Saliency,2014,137,Poster
Gyro-Based Multi-image Deconvolution for Removing Handshake Blur,2014,85,Poster
Similarity-Aware Patchwork Assembly for Depth Image Super-resolution,2014,57,Poster
Deblurring Low-Light Images with Light Streaks,2014,208,Poster
Depth Enhancement via Low-Rank Matrix Completion,2014,193,Poster
Raw-to-Raw: Mapping between Image Sensor Color Responses,2014,34,Poster
DAISY Filter Flow: A Generalized Discrete Approach to Dense Correspondences,2014,101,Poster
Robust 3D Tracking with Descriptor Fields,2014,75,Poster
Evolutionary Quasi-Random Search for Hand Articulations Tracking,2014,70,Poster
Scalable 3D Tracking of Multiple Interacting Objects,2014,112,Poster
Bayesian Active Appearance Models,2014,51,Poster
Human Shape and Pose Tracking Using Keyframes,2014,44,Poster
Better Feature Tracking through Subspace Constraints,2014,20,Poster
"Online Object Tracking, Learning, and Parsing with And-Or Graphs",2014,100,Poster
Region-Based Particle Filter for Video Object Segmentation,2014,56,Poster
Visual Tracking via Probability Continuous Outlier Model,2014,139,Poster
Visual Tracking Using Pertinent Patch Selection and Masking,2014,50,Poster
Interval Tracker: Tracking by Interval Analysis,2014,11,Poster
Unifying Spatial and Attribute Selection for Distracter-Resilient Tracking,2014,11,Poster
Pedestrian Detection in Low-Resolution Imagery by Learning Multi-scale Intrinsic Motion Structures (MIMS),2014,18,Poster
Multi-target Tracking with Motion Context in Tensor Power Iteration,2014,33,Poster
SphereFlow: 6 DoF Scene Flow from RGB-D Pairs,2014,105,Poster
Fast Edge-Preserving PatchMatch for Large Displacement Optical Flow,2014,204,Poster
Learning an Image-Based Motion Context for Multiple People Tracking,2014,268,Poster
Semi-supervised Coupled Dictionary Learning for Person Re-identification,2014,260,Poster
What Are You Talking About? Text-to-Image Coreference,2014,217,Poster
Predicting Failures of Vision Systems,2014,142,Poster
Three Guidelines of Online Learning for Large-Scale Visual Recognition,2014,7,Poster
Using k-Poselets for Detecting People and Localizing Their Keypoints,2014,202,Poster
Randomized Max-Margin Compositions for Visual Recognition,2014,21,Poster
Large-Scale Visual Font Recognition,2014,54,Poster
Describing Textures in the Wild,2014,1606,Poster
Relative Parts: Distinctive Parts for Learning Relative Attributes,2014,62,Poster
Understanding Objects in Detail with Fine-Grained Attributes,2014,122,Poster
Predicting User Annoyance Using Visual Attributes,2014,8,Poster
Linear Ranking Analysis,2014,10,Poster
Transformation Pursuit for Image Classification,2014,128,Poster
Incremental Learning of NCM Forests for Large-Scale Image Classification,2014,118,Poster
Object Classification with Adaptable Regions,2014,11,Poster
Discriminative Ferns Ensemble for Hand Pose Recognition,2014,33,Poster
Are Cars Just 3D Boxes? Jointly Estimating the 3D Shape of Multiple Objects,2014,93,Poster
2D Human Pose Estimation: New Benchmark and State of the Art Analysis,2014,2549,Poster
Using a Deformation Field Model for Localizing Faces and Facial Points under Weak Supervision,2014,14,Poster
Active Annotation Translation,2014,12,Poster
Looking Beyond the Visible Scene,2014,86,Poster
Two-Class Weather Classification,2014,160,Poster
Learning Important Spatial Pooling Regions for Scene Classification,2014,142,Poster
Orientational Pyramid Matching for Recognizing Indoor Scenes,2014,53,Poster
Multilabel Ranking with Inconsistent Rankers,2014,63,Poster
Scene Parsing with Object Instances and Occlusion Ordering,2014,151,Poster
A Riemannian Framework for Matching Point Clouds Represented by the Schrödinger Distance Transform,2014,32,Oral
Seeing 3D Chairs: Exemplar Part-Based 2D-3D Alignment Using a Large Dataset of CAD Models,2014,609,Oral
A Mixture of Manhattan Frames: Beyond the Manhattan World,2014,80,Oral
Local Regularity-Driven City-Scale Facade Detection from Aerial Images,2014,22,Oral
Latent Regression Forest: Structured Estimation of 3D Articulated Hand Posture,2014,451,Oral
FAUST: Dataset and Evaluation for 3D Mesh Registration,2014,678,Oral
Optimizing over Radial Kernels on Compact Manifolds,2014,40,Oral
Grassmann Averages for Scalable Robust PCA,2014,73,Oral
Robust Subspace Segmentation with Block-Diagonal Prior,2014,220,Oral
Unsupervised One-Class Learning for Automatic Outlier Removal,2014,121,Oral
Smooth Representation Clustering,2014,283,Oral
Novel Methods for Multilinear Data Completion and De-noising Based on Tensor-SVD,2014,638,Oral
Second-Order Shape Optimization for Geometric Inverse Problems in Vision,2014,10,Oral
L0 Norm Based Dictionary Learning by Proximal Methods with Global Convergence,2014,103,Oral
Adaptive Partial Differential Equation Learning for Visual Saliency Detection,2014,151,Oral
Robust Orthonormal Subspace Learning: Efficient Recovery of Corrupted Low-Rank Matrices,2014,103,Oral
Reconstructing Storyline Graphs for Image Recommendation from Web Community Photos,2014,86,Oral
Active Flattening of Curved Document Images via Two Structured Beams,2014,48,Oral
Image-Based Synthesis and Re-synthesis of Viewpoints Guided by 3D Models,2014,61,Oral
Bayesian View Synthesis and Image-Based Rendering Principles,2014,61,Oral
Fast MRF Optimization with Application to Depth Reconstruction,2014,50,Poster
Exploiting Shading Cues in Kinect IR Images for Geometry Refinement,2014,47,Poster
Fast Rotation Search with Stereographic Projections for 3D Registration,2014,107,Poster
Local Readjustment for High-Resolution 3D Reconstruction,2014,22,Poster
Turning Mobile Phones into 3D Scanners,2014,118,Poster
T-Linkage: A Continuous Relaxation of J-Linkage for Multi-model Fitting,2014,174,Poster
Motion-Depth: RGB-D Depth Map Enhancement with Motion and Depth in Complement,2014,15,Poster
Generalized Pupil-centric Imaging and Analytical Calibration for a Non-frontal Camera,2014,17,Poster
Geometric Urban Geo-localization,2014,53,Poster
3D Reconstruction from Accidental Motion,2014,105,Poster
Real-Time Model-Based Articulated Object Pose Detection and Tracking with Variable Rigidity Constraints,2014,21,Poster
Occluding Contours for Multi-view Stereo,2014,81,Poster
Aerial Reconstructions via Probabilistic Data Fusion,2014,12,Poster
3D Modeling from Wide Baseline Range Scans Using Contour Coherence,2014,18,Poster
Ground Plane Estimation Using a Hidden Markov Model,2014,33,Poster
Orientation Robust Text Line Detection in Natural Images,2014,158,Poster
Strokelets: A Learned Multi-scale Representation for Scene Text Recognition,2014,340,Poster
Region-Based Discriminative Feature Pooling for Scene Text Recognition,2014,111,Poster
Fast and Exact: ADMM-Based Discriminative Shape Segmentation with Loopy Part Models,2014,18,Poster
Pseudoconvex Proximal Splitting for L-infinity Problems in Multiview Geometry,2014,18,Poster
A Convex Relaxation of the Ambrosio-Tortorelli Elliptic Functionals for the Mumford-Shah Functional,2014,8,Poster
Sequential Convex Relaxation for Mutual Information-Based Unsupervised Figure-Ground Segmentation,2014,8,Poster
Decorrelated Vectorial Total Variation,2014,73,Poster
Efficient Squared Curvature,2014,38,Poster
Multi-feature Spectral Clustering with Minimax Optimization,2014,69,Poster
Quality-Based Multimodal Classification Using Tree-Structured Sparsity,2014,23,Poster
Newton Greedy Pursuit: A Quadratic Approximation Method for Sparsity-Constrained Optimization,2014,29,Poster
Generalized Nonconvex Nonsmooth Low-Rank Minimization,2014,297,Poster
Latent Dictionary Learning for Sparse Representation Based Classification,2014,143,Poster
Is Rotation a Nuisance in Shape Recognition,2014,37,Poster
Dual-Space Decomposition of 2D Complex Shapes,2014,33,Poster
Noising versus Smoothing for Vertex Identification in Unknown Shapes,2014,4,Poster
Surface Registration by Optimization in Constrained Diffeomorphism Space,2014,22,Poster
Dense Non-rigid Shape Correspondence Using Random Forests,2014,184,Poster
Covariance Descriptors for 3D Shape Matching and Retrieval,2014,137,Poster
Symmetry-Aware Nonrigid Matching of Incomplete 3D Surfaces,2014,21,Poster
An Automated Estimator of Image Visual Realism Based on Human Cognition,2014,20,Poster
SteadyFlow: Spatially Smooth Optical Flow for Video Stabilization,2014,204,Poster
Automatic Face Reenactment,2014,191,Poster
Joint Summarization of Large-Scale Collections of Web Images and Videos for Storyline Reconstruction,2014,205,Poster
Semi-supervised Relational Topic Model for Weakly Annotated Image Recognition in Social Media,2014,45,Poster
Beyond Human Opinion Scores: Blind Image Quality Assessment Based on Synthetic Scores,2014,83,Poster
Active Sampling for Subjective Image Quality Assessment,2014,44,Poster
A Study on Cross-Population Age Estimation,2014,42,Poster
Remote Heart Rate Measurement from Face Videos under Realistic Situations,2014,557,Poster
6 Seconds of Sound and Vision: Creativity in Micro-videos,2014,71,Poster
GPS-Tag Refinement Using Random Walks with an Adaptive Damping Factor,2014,41,Poster
Going deeper with convolutions,2015,51793,Oral
Propagated image filtering,2015,66,Poster
Web scale photo hash clustering on a single machine,2015,103,Poster
Expanding object detector's Horizon: Incremental learning framework for object detection in videos,2015,52,Poster
Supervised Discrete Hashing,2015,1187,Poster
"What do 15, 000 object categories tell us about classifying and localizing actions",2015,219,Poster
Landmarks-based kernelized subspace alignment for unsupervised domain adaptation,2015,144,Poster
Blur kernel estimation using normalized color-line priors,2015,115,Poster
A light transport model for mitigating multipath interference in Time-of-flight sensors,2015,93,Poster
Traditional saliency reloaded: A good old model in new shape,2015,133,Poster
Automatic construction Of robust spherical harmonic subspaces,2015,24,Poster
Leveraging stereo matching with learning-based confidence measures,2015,132,Poster
Saliency detection via Cellular Automata,2015,624,Poster
Efficient sparse-to-dense optical flow estimation using a learned basis and layers,2015,187,Poster
Learning multiple visual tasks while discovering their structure,2015,18,Poster
Projection Metric Learning on Grassmann Manifold with Application to Video based Face Recognition,2015,257,Poster
Structural Sparse Tracking,2015,224,Poster
Data-driven depth map refinement via multi-scale sparse representation,2015,100,Poster
Uncalibrated photometric stereo based on elevation angle recovery from BRDF symmetry of isotropic materials,2015,32,Poster
Attributes and categories for generic instance search from one example,2015,44,Poster
Heat diffusion over weighted manifolds: A new descriptor for textured 3D non-rigid shapes,2015,7,Poster
